ID,Gender,Age,Occupation,Zip,reviews,min_rating,avr_rating,max_rating
2116,M,18-24,college/grad student,49546,971,1,3.5550978372811533,5
2117,M,56+,retired,49307,46,1,4.260869565217392,5
2118,M,25-34,sales/marketing,02148,87,2,4.505747126436781,5
2119,M,35-44,college/grad student,10036,178,1,3.539325842696629,5
2120,M,Under 18,other,02780,164,1,3.451219512195122,5
2121,M,56+,retired,02356,191,1,3.670157068062827,5
2122,M,35-44,programmer,61614,208,1,3.6201923076923075,5
2123,F,35-44,other,13064,35,1,4.085714285714285,5
2124,M,25-34,other,12306,628,1,4.259554140127388,5
2125,M,35-44,clerical/admin,46033,229,1,3.873362445414847,5
2126,M,56+,sales/marketing,02632,90,1,2.8,5
2127,M,18-24,college/grad student,12309,168,1,3.2083333333333335,5
2128,F,45-49,academic/educator,46737,20,2,3.75,5
2129,M,25-34,customer service,04103,357,1,3.2717086834733893,5
2130,M,45-49,other,03060,67,1,3.417910447761194,5
2131,M,25-34,other,01701,321,1,3.370716510903427,5
2132,M,56+,sales/marketing,02632,69,1,2.5652173913043477,5
2133,F,Under 18,K-12 student,01607,20,1,3.25,5
2134,M,18-24,K-12 student,02780,59,1,3.593220338983051,5
2135,M,50-55,academic/educator,01778,26,2,3.730769230769231,5
2136,M,35-44,tradesman/craftsman,13027,160,2,3.91875,5
2137,F,Under 18,K-12 student,00681,69,1,4.130434782608695,5
2138,F,18-24,college/grad student,88119,60,1,3.75,5
2139,F,50-55,clerical/admin,33615,53,1,4.132075471698113,5
2140,M,45-49,sales/marketing,46804,206,1,3.7864077669902914,5
2141,F,50-55,self-employed,48706,25,2,4.2,5
2142,F,45-49,sales/marketing,46804,77,2,3.5324675324675323,5
2143,M,18-24,college/grad student,32607,112,1,3.125,5
2144,M,18-24,other,46517,101,1,3.287128712871287,5
2145,M,18-24,K-12 student,32750,219,1,4.063926940639269,5
2146,M,18-24,artist,96002,102,1,3.323529411764706,5
2147,F,18-24,other,60641,96,1,3.5833333333333335,5
2148,F,18-24,other,81301,255,1,3.9215686274509802,5
2149,M,25-34,other,60089,53,2,3.811320754716981,5
2150,F,18-24,college/grad student,22904,34,1,3.6176470588235294,5
2151,M,56+,retired,33316,38,1,3.1842105263157894,5
2152,M,18-24,college/grad student,22807,23,2,3.652173913043478,5
2153,M,18-24,self-employed,97405,353,1,3.8526912181303117,5
2154,M,25-34,programmer,68508,45,2,3.977777777777778,5
2155,F,Under 18,K-12 student,50246,71,3,4.690140845070423,5
2156,M,18-24,unemployed,55912,315,1,3.3968253968253967,5
2157,F,18-24,clerical/admin,45244,148,1,3.4864864864864864,5
2158,M,25-34,programmer,60618,113,1,3.9292035398230087,5
2159,F,50-55,sales/marketing,60618,34,1,4.470588235294118,5
2160,F,18-24,unemployed,46556,20,1,3.95,5
2161,F,35-44,artist,95521,120,1,3.5833333333333335,5
2162,F,Under 18,K-12 student,35810,182,1,3.9395604395604398,5
2163,M,18-24,other,87122,96,1,4.104166666666667,5
2164,M,35-44,other,95826,471,1,3.6602972399150744,5
2165,M,25-34,executive/managerial,32836,225,1,4.093333333333334,5
2166,M,Under 18,K-12 student,99203,213,1,3.6901408450704225,5
2167,F,25-34,doctor/health care,95833,222,1,2.463963963963964,5
2168,M,Under 18,K-12 student,60202,365,1,3.9424657534246577,5
2169,M,Under 18,other,95451,37,2,3.810810810810811,5
2170,F,50-55,self-employed,99114,126,1,4.23015873015873,5
2171,M,35-44,other,48103,101,3,4.445544554455446,5
2172,M,18-24,writer,60641,451,1,3.059866962305987,5
2173,M,50-55,retired,87502,297,1,3.771043771043771,5
2174,M,50-55,programmer,87505,178,1,3.5842696629213484,5
2175,M,25-34,college/grad student,99217,169,1,4.136094674556213,5
2176,M,Under 18,unemployed,73505,179,1,4.217877094972067,5
2177,F,35-44,writer,95451,203,1,3.6206896551724137,5
2178,M,45-49,sales/marketing,85251,174,2,4.287356321839081,5
2179,F,25-34,other,28304,146,1,3.267123287671233,5
2180,M,25-34,programmer,27713-9225,409,1,2.838630806845966,5
2181,M,25-34,other,45245,915,1,3.33224043715847,5
2182,F,25-34,college/grad student,60443,24,1,3.6666666666666665,5
2183,F,56+,academic/educator,11795,35,1,3.6857142857142855,5
2184,M,18-24,college/grad student,45403,30,3,4.233333333333333,5
2185,M,45-49,technician/engineer,27502,293,1,4.276450511945392,5
2186,M,18-24,customer service,41018,292,1,3.441780821917808,5
2187,M,45-49,self-employed,60126,137,1,3.72992700729927,5
2188,F,18-24,unemployed,60641,405,1,3.05679012345679,5
2189,M,Under 18,K-12 student,60148,35,2,3.6,5
2190,F,25-34,scientist,27603,130,1,3.8923076923076922,5
2191,M,18-24,college/grad student,45231,38,1,3.1842105263157894,5
2192,F,25-34,other,27713,121,1,3.8264462809917354,5
2193,M,Under 18,K-12 student,41011,27,1,4.0,5
2194,M,25-34,technician/engineer,45233,107,1,2.869158878504673,5
2195,M,Under 18,K-12 student,60148,258,1,3.4147286821705425,5
2196,M,25-34,programmer,45140,36,2,3.9722222222222223,5
2197,F,25-34,academic/educator,27515,56,1,4.107142857142857,5
2198,F,35-44,homemaker,46815,67,2,3.6417910447761193,5
2199,M,Under 18,K-12 student,60613,129,1,3.0697674418604652,5
2200,M,35-44,academic/educator,60016,76,1,3.1052631578947367,5
2201,M,56+,writer,46804,65,3,4.3538461538461535,5
2202,F,Under 18,K-12 student,11743,71,1,3.2816901408450705,5
2203,M,45-49,programmer,53718,539,1,4.053803339517625,5
2204,M,56+,clerical/admin,94941,33,1,3.515151515151515,5
2205,F,25-34,executive/managerial,10016,509,1,3.076620825147348,5
2206,M,45-49,executive/managerial,11201,156,1,3.7371794871794872,5
2207,M,18-24,college/grad student,07508,21,3,4.238095238095238,5
2208,M,25-34,other,10006,265,1,3.509433962264151,5
2209,M,35-44,executive/managerial,10011,23,2,3.4347826086956523,5
2210,M,45-49,technician/engineer,88005-4313,29,3,3.689655172413793,5
2211,M,45-49,doctor/health care,01950,298,1,3.966442953020134,5
2212,M,18-24,college/grad student,80521,100,1,3.16,5
2213,F,25-34,other,60622,39,1,3.641025641025641,5
2214,F,25-34,academic/educator,46807,81,2,4.160493827160494,5
2215,F,25-34,other,93940,187,1,3.272727272727273,5
2216,F,25-34,writer,60612,52,1,2.9038461538461537,5
2217,M,Under 18,K-12 student,44906,40,1,3.2,5
2218,M,35-44,technician/engineer,64153,34,1,3.8823529411764706,5
2219,M,25-34,doctor/health care,60060,210,1,3.676190476190476,5
2220,F,50-55,clerical/admin,95451-9554,29,2,4.0344827586206895,5
2221,M,56+,technician/engineer,94931,162,1,3.5987654320987654,5
2222,F,45-49,academic/educator,13088,219,1,3.506849315068493,5
2223,M,25-34,artist,60123,528,1,3.0890151515151514,5
2224,M,25-34,programmer,60025,38,3,4.2368421052631575,5
2225,M,25-34,customer service,96815,399,1,3.338345864661654,5
2226,F,25-34,executive/managerial,27514,52,2,3.673076923076923,5
2227,M,50-55,sales/marketing,60016,48,2,3.9791666666666665,5
2228,M,25-34,programmer,60025,61,1,3.9508196721311477,5
2229,M,45-49,other,61821,39,1,3.4871794871794872,5
2230,F,45-49,academic/educator,60302,233,1,3.188841201716738,5
2231,M,50-55,lawyer,85726,436,1,3.6720183486238533,5
2232,M,25-34,sales/marketing,60061,318,1,4.050314465408805,5
2233,F,35-44,clerical/admin,60187,207,1,3.3381642512077296,5
2234,M,56+,academic/educator,85718,21,3,3.9047619047619047,5
2235,M,Under 18,K-12 student,46324,142,1,3.908450704225352,5
2236,M,Under 18,K-12 student,96782,95,2,3.694736842105263,5
2237,F,35-44,doctor/health care,14905,442,1,3.916289592760181,5
2238,F,25-34,college/grad student,32607,88,1,3.75,5
2239,M,18-24,K-12 student,60148,119,1,4.092436974789916,5
2240,M,45-49,programmer,64117,99,2,4.282828282828283,5
2241,M,45-49,customer service,60647,128,3,4.25,5
2242,M,18-24,college/grad student,60115,332,1,3.6536144578313254,5
2243,M,45-49,artist,86701,60,1,4.683333333333334,5
2244,M,Under 18,K-12 student,60565,429,1,3.400932400932401,5
2245,M,Under 18,K-12 student,60007,51,1,3.0980392156862746,5
2246,M,25-34,other,60622,172,1,3.6744186046511627,5
2247,M,45-49,artist,60613,257,1,3.922178988326848,5
2248,F,35-44,programmer,46755,107,1,3.7476635514018692,5
2249,M,25-34,customer service,60466,70,1,3.9285714285714284,5
2250,M,18-24,unemployed,60010,67,1,3.074626865671642,5
2251,M,35-44,sales/marketing,60626,413,1,3.6610169491525424,5
2252,F,18-24,academic/educator,01562,23,1,3.4782608695652173,5
2253,F,50-55,other,46815,31,1,4.096774193548387,5
2254,M,35-44,customer service,33317,84,1,3.9642857142857144,5
2255,F,35-44,doctor/health care,44303,175,1,3.6685714285714286,5
2256,F,45-49,scientist,59840,68,2,4.0,5
2257,F,18-24,college/grad student,59715,35,2,3.5428571428571427,5
2258,F,18-24,college/grad student,10033,358,1,3.446927374301676,5
2259,F,56+,self-employed,70503,229,1,4.471615720524017,5
2260,F,25-34,writer,46835,25,2,3.64,5
2261,M,25-34,customer service,33025,242,1,3.396694214876033,5
2262,M,45-49,technician/engineer,48116,133,1,3.6842105263157894,5
2263,M,25-34,doctor/health care,70508,236,1,3.707627118644068,5
2264,F,45-49,executive/managerial,37877,300,2,3.63,5
2265,M,56+,retired,60506,232,2,3.6422413793103448,5
2266,F,50-55,artist,48118,101,1,4.0495049504950495,5
2267,F,56+,retired,37774,53,1,3.547169811320755,5
2268,F,35-44,academic/educator,46774,23,4,4.260869565217392,5
2269,F,45-49,other,11217,25,1,3.36,5
2270,M,18-24,academic/educator,14620,103,1,3.4466019417475726,5
2271,M,50-55,sales/marketing,13210,329,2,4.112462006079028,5
2272,M,25-34,other,71731,127,1,3.921259842519685,5
2273,M,25-34,doctor/health care,23235,71,2,3.8450704225352115,5
2274,M,18-24,artist,31401,40,1,3.775,5
2275,M,56+,executive/managerial,39211,37,2,3.864864864864865,5
2276,M,56+,retired,44143,108,2,4.324074074074074,5
2277,F,45-49,homemaker,13035,28,1,3.392857142857143,5
2278,M,50-55,technician/engineer,01536,67,1,3.417910447761194,5
2279,M,50-55,executive/managerial,08816,420,1,3.638095238095238,5
2280,M,56+,doctor/health care,74105,76,2,4.105263157894737,5
2281,M,45-49,lawyer,48104,77,1,4.0519480519480515,5
2282,M,50-55,artist,32117,188,2,4.026595744680851,5
2283,M,35-44,tradesman/craftsman,44708,43,1,3.697674418604651,5
2284,M,25-34,writer,90024,52,1,3.8846153846153846,5
2285,F,Under 18,K-12 student,13090,52,2,3.6346153846153846,5
2286,M,35-44,technician/engineer,82604,45,1,3.6,5
2287,M,56+,other,06082,27,3,4.444444444444445,5
2288,M,Under 18,K-12 student,13066,535,1,3.033644859813084,5
2289,F,50-55,academic/educator,52002,37,1,4.054054054054054,5
2290,M,25-34,other,61021,165,2,3.3393939393939394,5
2291,M,45-49,academic/educator,13214,41,2,4.0,5
2292,M,50-55,scientist,13039,20,1,3.1,5
2293,F,56+,clerical/admin,48130,283,1,4.321554770318021,5
2294,M,56+,retired,48108,62,3,4.112903225806452,5
2295,M,45-49,lawyer,72316,22,4,4.409090909090909,5
2296,F,25-34,doctor/health care,22923,28,1,3.3214285714285716,5
2297,M,56+,retired,52003,42,1,4.0476190476190474,5
2298,M,35-44,technician/engineer,77584,120,1,3.325,5
2299,F,18-24,K-12 student,13090,75,1,2.92,5
2300,M,56+,retired,49423,52,2,3.8846153846153846,5
2301,F,25-34,programmer,02478,52,2,3.8846153846153846,5
2302,M,50-55,programmer,48104,199,1,3.5979899497487438,5
2303,M,50-55,technician/engineer,08055,308,2,4.1688311688311686,5
2304,M,45-49,programmer,94103,873,1,3.722794959908362,5
2305,M,50-55,writer,48104,77,1,3.1298701298701297,5
2306,F,18-24,college/grad student,02138,71,1,3.6338028169014085,5
2307,M,25-34,technician/engineer,02140,145,2,4.386206896551724,5
2308,F,45-49,self-employed,48103,63,2,4.253968253968254,5
2309,F,45-49,other,08901,173,1,3.514450867052023,5
2310,M,45-49,programmer,48130,101,1,3.8613861386138613,5
2311,F,25-34,college/grad student,22902,23,2,4.0,5
2312,M,45-49,other,13131,35,2,3.6285714285714286,5
2313,F,50-55,doctor/health care,48103-4711,43,2,4.4186046511627906,5
2314,F,25-34,academic/educator,13210,35,1,3.1142857142857143,5
2315,M,56+,executive/managerial,48114,44,1,2.8636363636363638,5
2316,M,35-44,other,13207,153,1,3.9084967320261437,5
2317,F,45-49,homemaker,57108,61,1,4.163934426229508,5
2318,M,56+,executive/managerial,48114,69,1,2.739130434782609,5
2319,M,35-44,executive/managerial,48104,62,1,3.774193548387097,5
2320,F,50-55,academic/educator,06043,100,1,3.28,5
2321,M,25-34,executive/managerial,30115,111,1,3.8018018018018016,5
2322,F,56+,retired,48105,66,1,3.696969696969697,5
2323,M,35-44,clerical/admin,13088,269,1,3.6728624535315983,5
2324,M,35-44,technician/engineer,50321,89,2,4.033707865168539,5
2325,F,18-24,college/grad student,27708,28,2,3.357142857142857,5
2326,M,18-24,college/grad student,01040,56,1,3.892857142857143,5
2327,M,18-24,K-12 student,48169,59,1,3.3389830508474576,5
2328,M,56+,executive/managerial,13212,41,1,3.292682926829268,5
2329,F,56+,scientist,97367,40,1,3.375,5
2330,M,45-49,executive/managerial,48103,120,1,3.0083333333333333,5
2331,M,56+,academic/educator,48104,70,1,4.214285714285714,5
2332,M,56+,sales/marketing,01545,46,2,4.065217391304348,5
2333,M,50-55,doctor/health care,13035,62,1,3.7096774193548385,5
2334,F,56+,executive/managerial,01562,333,2,3.7327327327327327,5
2335,M,50-55,technician/engineer,48197,96,1,3.7083333333333335,5
2336,M,35-44,tradesman/craftsman,13146,21,2,3.9523809523809526,5
2337,M,35-44,technician/engineer,49424,55,2,4.181818181818182,5
2338,M,45-49,technician/engineer,13152,187,1,3.8502673796791442,5
2339,F,56+,clerical/admin,52003,23,4,4.956521739130435,5
2340,M,35-44,artist,48104,399,1,4.360902255639098,5
2341,M,56+,academic/educator,13210,57,1,3.280701754385965,5
2342,M,35-44,clerical/admin,48107,77,1,3.8181818181818183,5
2343,F,45-49,academic/educator,01604,36,2,4.194444444444445,5
2344,M,25-34,programmer,02139,188,1,3.4414893617021276,5
2345,M,35-44,self-employed,98031,23,1,3.739130434782609,5
2346,F,Under 18,K-12 student,48105,69,1,3.652173913043478,5
2347,M,35-44,academic/educator,48116,23,2,3.9130434782608696,5
2348,M,50-55,programmer,06082,206,1,3.150485436893204,5
2349,M,25-34,farmer,50309,117,1,3.1025641025641026,5
2350,M,18-24,college/grad student,44312,116,2,3.8620689655172415,5
2351,F,25-34,other,11106,143,1,3.4545454545454546,5
2352,M,50-55,retired,41076,119,1,2.7142857142857144,5
2353,F,35-44,homemaker,61270,197,1,3.6091370558375635,5
2354,M,35-44,lawyer,94306,65,1,3.6153846153846154,5
2355,F,45-49,homemaker,13203,141,1,3.5602836879432624,5
2356,F,50-55,self-employed,13207,24,2,3.625,5
2357,F,35-44,sales/marketing,13316,29,1,3.9310344827586206,5
2358,F,56+,doctor/health care,06074,35,1,3.857142857142857,5
2359,M,56+,retired,13685,59,1,3.6271186440677967,5
2360,M,50-55,doctor/health care,13210,37,1,3.5945945945945947,5
2361,M,56+,executive/managerial,49423,49,2,3.6122448979591835,5
2362,M,25-34,sales/marketing,94110,49,1,3.7346938775510203,5
2363,M,50-55,sales/marketing,95823,31,3,4.580645161290323,5
2364,F,56+,homemaker,13078,29,1,4.137931034482759,5
2365,M,50-55,executive/managerial,13203,47,1,4.191489361702128,5
2366,F,45-49,self-employed,01532,41,2,3.3902439024390243,5
2367,F,25-34,homemaker,49424,53,1,3.792452830188679,5
2368,F,56+,retired,13057,232,1,4.241379310344827,5
2369,M,35-44,sales/marketing,06040,29,1,4.448275862068965,5
2370,M,50-55,academic/educator,13215,76,2,4.092105263157895,5
2371,F,35-44,executive/managerial,06082,81,1,3.6790123456790123,5
2372,F,45-49,executive/managerial,01602,71,2,4.352112676056338,5
2373,M,45-49,executive/managerial,94109,21,2,4.095238095238095,5
2374,M,25-34,sales/marketing,94404,159,1,4.113207547169812,5
2375,F,50-55,executive/managerial,13027,27,1,3.7037037037037037,5
2376,M,25-34,academic/educator,13210,494,1,3.3684210526315788,5
2377,M,35-44,other,06108,36,2,3.9722222222222223,5
2378,M,25-34,clerical/admin,75150,261,1,3.0727969348659006,5
2379,M,18-24,tradesman/craftsman,13045,26,2,4.1923076923076925,5
2380,M,25-34,college/grad student,22903,406,1,3.3817733990147785,5
2381,F,35-44,homemaker,13066,20,2,3.2,5
2382,M,50-55,retired,59715,61,1,3.737704918032787,5
2383,F,25-34,sales/marketing,95125,456,1,3.5285087719298245,5
2384,M,35-44,technician/engineer,62034,31,2,4.096774193548387,5
2385,F,45-49,artist,01545,23,2,3.782608695652174,5
2386,F,25-34,other,06040,71,1,3.6338028169014085,5
2387,M,25-34,technician/engineer,32224,62,2,3.8225806451612905,5
2388,M,56+,customer service,06082,22,3,4.045454545454546,5
2389,M,25-34,self-employed,37922,299,1,3.8461538461538463,5
2390,F,25-34,doctor/health care,33076,76,1,3.9473684210526314,5
2391,M,50-55,tradesman/craftsman,13126,71,1,3.6901408450704225,5
2392,F,56+,clerical/admin,06040,43,1,4.023255813953488,5
2393,M,56+,retired,13123,145,1,3.889655172413793,5
2394,M,35-44,doctor/health care,37923,71,1,3.971830985915493,5
2395,M,35-44,executive/managerial,08021,224,1,3.7232142857142856,5
2396,F,18-24,other,22102,36,2,4.083333333333333,5
2397,F,35-44,lawyer,43201,60,1,4.0,5
2398,M,25-34,other,98122,116,1,4.077586206896552,5
2399,M,35-44,technician/engineer,11355,22,1,3.772727272727273,5
2400,F,25-34,self-employed,95687,53,1,3.339622641509434,5
2401,M,25-34,college/grad student,22901,50,2,4.36,5
2402,M,45-49,technician/engineer,32024,529,1,3.3100189035916823,5
2403,M,18-24,college/grad student,37743,180,1,3.466666666666667,5
2404,M,18-24,executive/managerial,64055,95,1,3.9263157894736844,5
2405,M,50-55,farmer,78065,59,1,3.864406779661017,5
2406,F,56+,programmer,01520,100,2,3.94,5
2407,M,35-44,self-employed,11358,152,1,4.059210526315789,5
2408,F,45-49,academic/educator,01609,69,1,3.753623188405797,5
2409,F,35-44,homemaker,06074,134,2,3.8805970149253732,5
2410,M,56+,executive/managerial,06071,114,2,3.6228070175438596,5
2411,F,35-44,sales/marketing,01536,326,1,3.496932515337423,5
2412,M,56+,retired,01501,30,2,3.8333333333333335,5
2413,F,56+,executive/managerial,06118,27,1,3.3333333333333335,5
2414,M,25-34,academic/educator,49503,232,1,4.1594827586206895,5
2415,M,25-34,executive/managerial,22407,36,1,3.6666666666666665,5
2416,M,45-49,executive/managerial,01531,47,1,3.702127659574468,5
2417,M,45-49,academic/educator,53045,29,3,4.448275862068965,5
2418,F,Under 18,K-12 student,06074,57,1,3.087719298245614,5
2419,M,25-34,other,06096,528,1,3.327651515151515,5
2420,M,50-55,executive/managerial,37938,47,2,4.23404255319149,5
2421,M,35-44,executive/managerial,44306,61,1,3.819672131147541,5
2422,F,50-55,homemaker,02865,21,3,4.142857142857143,5
2423,F,45-49,homemaker,01520,75,2,4.04,5
2424,M,25-34,technician/engineer,95035,147,1,3.292517006802721,5
2425,F,35-44,sales/marketing,45243,58,1,3.6206896551724137,5
2426,M,56+,other,01606,36,1,3.888888888888889,5
2427,F,25-34,sales/marketing,94010,121,1,3.884297520661157,5
2428,M,45-49,technician/engineer,45255,83,1,3.674698795180723,5
2429,M,25-34,artist,22903,125,1,3.936,5
2430,M,25-34,college/grad student,22902,42,1,3.4047619047619047,5
2431,F,25-34,college/grad student,22903,26,1,3.5,5
2432,M,25-34,college/grad student,22903,35,1,3.857142857142857,5
2433,M,25-34,college/grad student,22903,34,1,3.6470588235294117,5
2434,M,25-34,college/grad student,22901,24,1,3.625,5
2435,M,25-34,college/grad student,22903,117,1,3.752136752136752,5
2436,M,25-34,executive/managerial,22902,427,1,3.5901639344262297,5
2437,M,25-34,college/grad student,22923,42,1,3.5952380952380953,5
2438,M,35-44,academic/educator,22903,200,1,3.575,5
2439,M,45-49,technician/engineer,48105,90,1,2.8777777777777778,5
2440,M,50-55,technician/engineer,01430,23,2,3.4347826086956523,5
2441,F,45-49,doctor/health care,42406,27,1,4.074074074074074,5
2442,M,35-44,technician/engineer,36830,29,1,3.8620689655172415,5
2443,F,35-44,other,49464,26,1,3.3846153846153846,5
2444,F,45-49,college/grad student,42420,105,1,3.342857142857143,5
2445,M,25-34,other,48104,244,1,3.5368852459016393,5
